key	word	type	en	crum	crum-last-page	dawoud-pages	categories	notes	senses	sisters	antonyms	homonyms	greek-sisters	quality
58	(S,A,L,B) Hko (S,B) eHko (F) Hka,Hika (S) Hkaeit+,Hkoeit+,Hokr+ (A,L) Hkeet+ (L) Hkeit+ (B) Hoker+ (F) Hakel+	2	{intr:} be hungry /$gk: [[peinan]]$/	663b		684b,693a			{"1": "be hungry"}	175	307			8
59	(S) Jna$^a^$u (S,A) Jno (B) Gnau,GnauH	2	{intr:} delay /$gk: [[ruqmizein]]$/	776a		810b,753a,796a-796b			{"1": "delay"}	1824; 322	14	1941; 191		8
60	(S,A,L,F,O) Jnou (S) Jinou,Jno (B) Gnou (F) Jena$$ (S,L) Jne- (S,F) Jnou- (S) Jn- (S,A,L,F) Jnou= (Sa) Jnau= (B) Gnou= (S) Jinou= (Sf,F) Jenou= (S) Jenouou= (F) Jinouou=	2	{tr:} |$ ask, question, require /$gk: [[erwtan, ejetazein, zhtein]]$/ |$ tell, say	774b		811b-812a,754a-754b			{"1": "ask, question", "2": "require", "3": "tell, say"}	39; 42; 36; 113; 46				8
61	(S,A,F,O) koui (L) kouei (B) kouJi (F) kouGi (NH) koouei *^<a href=ext codex II - The Apocryphon of John;106;25;20;ouduskolon gar pe eGolpou ebol nHnkoouei">Ext</a> ?^* (S,F) kou- (F) ka-,ko-"	22	small person or thing, young person /$gk: [[mikros, oligos, nhpios]]$/ | (adjective) |$ small |$ few |$ young | (advb) |$ [nouk.], a little /$gk: [[mikron, oligon]]$/ |$ [pkek., kek], yet a little |$ [mnnsaouk.], after a little |$ [Ha-, Ka-, Hiqh nouk.], a little before |$ [Satnouk.] (S mostly [para]), almost |$ [pros  ouk.], for a little |$ [kata k.], occasionally |$ [koui koui, nk. k.], little by little	92b		106a-107a			{"1": "small", "2": "few", "3": "young"}	62; 2373	88; 1853			6
62	(S,L,B,F,O) Shm (S) Sm (Sa) Hhm,Hm (A) Qhm	3	small person, thing, quantity /$gk: [[mikros, oligos]]$/ | (as adj), small, few, young, humble | (iterated), little by little /$gk: [[kat oligon, kat mikron]]$/	563a		567b-568a			{"1": "small", "2": "few", "3": "young", "4": "humble", "5": "(iterated) little by little"}	61; 2122; 2373; 226				6
63	(S,L) Hllo (A) Qllo (L) Hello (B) Kello (F) Hel$^l^$a,Hl$^l^$a (S) ****Hllw (S,Sa) ****Hllou (A) ****Qllou (B) ****Kellw (S) *Hlloi (A) *Qlla$^e^$i (L) *Hllai (B) *Kelloi (F) *Helloui	3	old person (opp  [HrSire, KelSiri]) /$gk: [[presbuths, gerwn]]$/ | (as adj, before nn)	669b		632b	person		{"1": "old person"}		1965			6
64	(S,L,F) Hoou (Sa,A,L) Hooue (A) Hwoue (B) eHoou (F) Ha$^o^$u (Sf,F) Haa$^o^$u (S,A,F) Hou- *^[Houmise]^* (A,L) *Hreu	1	day /$gk: [[hmera]]$/	730a		48b-49a,695b	time		{"1": "day"}	211; 2315; 427; 95	2616	682		7
65	(S,L) saSF (A) saQF (S) seSF (B) SaSF (F) SeSb (NH) soSF *^<a href=ext codex II - The Hypostasis of the Archons;109;91;27;ouon nim etnamouout nkaein Fnabwl ebol nsoSF nJi kba;codex II - On the Origin of the World;110;101;23;a  soSF ouwnH ebol Hm pxaos nHout  sHime;codex II - On the Origin of the World;110;123;4;pisoSF gar narxwn ntarounoJou ebol Hn noumphue epitn eJm pkaH">Ext</a>^* (S,L) ****saSFe (Sa) ****saHbe (L) ****saHFe (A) ****saQFe (O) ****sasfe,sasfi (NH) ****soSFe *^<a href="ext codex II - On the Origin of the World;110;102;1;naei ne tsoSFe ndunamis ntsoSFe mpe mpxaos">Ext</a>^*"	10	seven /$gk: [[epta]]$/	378a		555a	number		{"1": "seven"}	68; 119; 132; 2064; 1664; 1508; 916; 1291; 1112; 2473; 1045; 957; 1848; 164; 165				6
66	(S,A,L) *HaH	3	many, much /$gk: [[polloi, polu]]$/ | (as adj) /$gk: [[polus]]$/	741b		654a-654b			{"1": "many, much"}	1134; 317				6
67	(S,L) Hae (S) Ha$^e^$ih (S,Sf) Haie (A) Qae (B) Kae,Kaie (Sf,F) Hah (S,L,F) ****Hah (S) ****Hae (A) ****Qa$^e^$i,Qaiei (B) ****Kah,Kaih (F) ****Haih (NH) ****HaHh,*^in^* qaHh *^<a href=ext codex II - The Gospel of Thomas;107;36;11;atetnGwlp gar ebol  ntarxh Jekaas etetnaSine nsa qaHh Je Hm pma ete tarxh mmau eqaHh naSwpe mmau;codex XIII - Trimorphic Protennoia;158;42;20;Tnatamoou aqaHh mpaiwn etnaSwpe">Ext</a>^* (S) *Hae$^e^$u,Haeou (S,L) *Ha$^e^$eue (L) *Haeoue (A) *Qae$^o^$ue (B) *Kaeu (F) *Hahou,Haihu"	3	(properly adj, so), last thing, end /$gk: [[esxatos]]$/ | (adj), last |$ (before nn) |$ (after nn)	635a		627b-628b,628b,628b,628b	direction		{"1": "last", "2": "end"}	2617	2325; 14; 227			6
68	(S) oua (Sf,A,L,F,O) oue (L,F) ouee,ouei (L,F) oueei (B,O) ouai (F) ouaiei (S,B,F) ****ou$^e^$i (S) ****oueia (S,A,L) ****ou$^e^$ie (B) ****oui	13	one, someone /$gk: [[eis, tis, eteros]]$/	469a		240b-241b	number		{"1": "one", "2": "someone"}	119; 132; 2064; 1664; 1508; 65; 916; 1291; 1112; 2473; 1045; 957; 1848; 164; 165; 100; 1553; 1251; 69; 2325; 14				6
69	(S,A,L,B,F) ouwt (S,L) ****ouwte	6	single, alone, any, one & same /$gk: [[eis, o autos, omoios]]$/ | (f S,L) | (without [n-] S)	494a		273a-273b			{"1": "single, alone", "2": "same"}	68		697		6
70	(S,A,L) mto (B) mqo,emqo (F) mta,emta	1	face, presence /$gk: [[enanti, apenanti]]$/	193a		153b,180b,35b,183a	direction		{"1": "face, presence, front"}	2364; 71	1306; 1080			6
71	(S,A,L,B,O) Ho (S,Sf,A,L,F,O) Ha (S,A) Hw (S) Ha- (S,B,O) Hra= (A,L,B,F) Hre= (F) Hle= (O) Kra=	1	face /$gk: [[proswpon, ocis, morfh]]$/ | side, edge	646b		690b-691b	anatomy		{"1": "face", "2": "side, edge"}	70; 1688; 522; 2364; 308; 12; 313; 393; 116; 155; 2239; 19 #drv3640; 93 #drv313; 1349 #drv1643; 2227		925; 2118; 2112; 2117; 2244		6
72	(S,F) laau (S,A,L) laaue,laue,laoue (F) lauei,laui	3	(used as pronoun, mostly = B [Hli], sometimes F [laps, lapT]) | (positive), anyone, anything, something | (with Coptic neg) |$ (/*not*/) any |$ ([kel.], /*not*/) any other |$ (adj + [n-], /*not*/) any one, anything | (negative), no one, nothing | (adj following noun S,L), any | ([l., nl.] advb, /*not*/) at all	146a		117b-118b			{"1": "anyone", "2": "anything", "3": "something", "4": "no one", "5": "nothing", "6": "any", "7": "at all"}	2148				6
73	(S,A,L,B,F) ouwnH (L) ouwneH (S,F) ouwnaH (S) ouenH- (Sa) ouaneH- (S,B) ouonH= (A,L,F) ouanH= (L) ouaneH= (S,B) ouonH+ (Sa,A,L) ouanH+ (F) ouan$^a^$H+ (L) ounhH+	2	{intr:} (/*mostly B*/), reveal, be revealed, appear /$gk: [[fainein, faneros einai]]$/ | {tr:} show, make clear /$gk: [[fainein, gnwrizein, omologein, parrhsiazein, deiknunai]]$/	486a		270b-271b			{"1": "reveal, show, make clear", "2": "appear, be revealed"}	27	37; 832			8
74	(S,L,B,F,O) ouwS (S,L) ouwSe (A) ouwQe (Sa) ouSe$* (F) oueS$* (S,B,F) oueS- (L,F) ouS- (S,L,B) ouwS- (A) ouwQ- (B,F) ouaS- (Sf,F) oueSe- (S,L,B,F,O) ouaS= (S) ouoS= (A) ouaQ= (F) oueS=	2	{intr:} |$ desire, love /$gk: [[qelein, boulesqai, eudokein]]$/ |$ (as imperative), be pleased to (S) /$gk: [[qelhson]]$/ | {tr:} /$gk: [[qelein, agapan, filein]]$/	500a		277a-278a			{"1": "desire", "2": "love"}	489; 2024; 169				8
75	(S,A,L,B,F) Slhl (S) Sll	2	{intr:} pray /$gk: [[euxesqai]]$/	559a		579a-579b			{"1": "pray"}	12; 313				7
76	(S,A,L,B,F) ouwm (S) ouoom (O) ouoim (S,B) ou$^e^$m- (S,A,B) ouwm- (F) ouam- (S,B) ouom= (S) ouoom= (Sa,A,L,F) ouam= (S,B,F) ^ouam-	2	{intr:} eat, bite /$gk: [[esqiein, bibrwskein, trwgein]]$/ | {tr:} |$ /$gk: [[esqiein, bibrwskein, daknein, qhlazein]]$/ |$ swallow, submit to (S) | (c [Hht] S,B), repent /$gk: [[metanoein]]$/ | (p c), eater	478a		268a-268b,268b-269a			{"1": "eat", "2": "bite", "3": "swallow", "4": "submit to"}	1498; 2245; 2386; 720; 1304; 954; 1812				8
77	(S) Gol (Sf,A,L,F) Gal	22	(/*f rare*/), lie, liar /$gk: [[ceudos, ceusths]]$/ | (as adj) /$gk: [[ceudos, ceudhs]]$/	806b		814a-814b	concept		{"1": "lie", "2": "liar"}	1230		2520; 2521		6
78	(S) moste (A,L) maste (B) mosT (F) masT (S,B) meste- (A) mste- (F) mestw- (S,A,B) mestw= (S) ^mast- (B) ^maste- (S) ^meste-	2	{tr:} hate /$gk: [[misein, bdelussein]]$/ | (p c), hater of	187a		166a,146a,139a			{"1": "hate", "2": "hater of"}	1820; 82	169			6
79	(S,A,L,B,F) Hwbs (B) Hwps (F) HwFes (S,B,F) H$^e^$bs- (S,B) Hobs= (B) Hops= (A,F) Habs= (L) Hbs= (S,B,F) Hobs+ (Sf,A,F) Habs+ (B) Hops+ (NH) Hobes+ *^<a href=ext codex VII - The Paraphrase of Shem;133;2;8;neuHobes eneuerhu;codex VII - The Paraphrase of Shem;133;2;18;neFHobes pe Hm pmoou">Ext</a>^*"	2	{intr:} cover, be covered /$gk: [[epikaluptein, katakluzein, suskiazein]]$/ | {tr:} /$gk: [[kaluptein, skepazein, kruptein]]$/ | {qual:} /$gk: [[apokrufos]]$/	658b		714a-714b,655b,655b,656a,656a,656a,658a,658a,807a			{"1": "cover", "2": "be covered"}	3358 #drv3975; 2407; 2741; 37; 318; 2534; 193; 2293; 1351; 1107; 1164; 2428; 2659; 1360; 1264 #drv5785; 2125; 531	614			8
80	(S,L,F) Gw (S) kw (A,L) Gou (O) Jou (F) Gwwt (S,A,L) Geet+ (S,F) Ghht+	2	{intr:} |$ continue, persist /$gk: [[menein, istanai]]$/ |$ desist, stop /$gk: [[istanai, hsuxazein, anienai]]$/	803a		823b-824a			{"1": "continue", "2": "persist", "3": "desist", "4": "stop"}					8
81	(S,A,L,B,F,O) moui (S,A) mouei (B) *mwoui	22	lion /$gk: [[lewn]]$/	160b		168a,187b	species		{"1": "lion"}	2718; 1019; 944; 1044		1042; 1043		6
82	(S,A) bwte (B) boT (B) bet-,bot-,bht+	2	pollute, befoul /$gk: [[bebhloun]]$/ | hate, abominate /$gk: [[bdelussein]]$/	45b		25b			{"1": "pollute, befoul", "2": "hate, abominate"}	1820; 78				6
83	(S) tontn (A) tantne (L) tantn (B) qonten (F) $^tanten^$ (S) t$^e^$ntn- (A) tntne- (B) tenqwn- (S,A) tntwn= (B) tenqwn= (S) tntwn+,tntont+ (A,L) tntant+ (B) tenqwnt+,tenqwn+ (F) tentwn+	2	{tr:} be like, liken to /$gk: [[omoioun, mimesqai]]$/ | | estimate, speculate |$ {intr:} (S) /$gk: [[apaggellein, fantazesqai]]$/ |$ {tr:} (S,B) /$gk: [[eikazein, egkrinein]]$/ | | throw (B) /$gk: [[riptein]]$/	420a		62a-62b,62b,62b,447b-448a,448a,448a,458b-459a,459a			{"1": "be like", "2": "liken", "3": "estimate, speculate", "4": "throw"}	125				8
84	(S) ouwHe,ouooHe *^once^*,bouHe,ouHe$$ (B) ouoHi,boHi	1	fisher /$gk: [[alieus]]$/	509a		261b	person		{"1": "fisher"}	471; 52		2739		6
85	(S,L) nouJe (S,B,F) nouJ (S,B) neJ- (L) naJ- (S,B) noJ= (Sa,L,F) naJ= (S,A,L,B,F) nhJ+	2	{tr:} throw, cast /$gk: [[ballein]]$/ | {qual:} thrown down, lying, reclining | {intr:} (S) [n. ebol], cast forth	247a		218a-219a,204b-205a,208a			{"1": "throw, cast", "2": "lying, reclining"}	91; 2319; 2127; 1361; 179; 725; 2058				8
86	(S,B,F) abw (A) abou (S) *abooue	4	drag net (for fish or animals) /$gk: [[saghnh]]$/	2a		1b	tool		{"1": "drag net"}	903; 2395; 2150				9
87	(S,A,L,F) mouH (B) moH (S,F) meH- (S,A,L,B) maH- (S,A,B) maH= (S) moH= (F) meH=,me$^H^$= (S,B,F) meH+ (S,A,L) mhH+	2	{tr:} |$ fill /$gk: [[plhroun]]$/ |$ (qual + nn translates Gk adj) |$ (of payment), in full |$ fulfil, complete |$ (with numerals), amount to, reach |$ pay | {intr:} (S,A,B,F) |$ be full /$gk: [[plhroun]]$/ |$ be paid (S)	208a		177b-178b,140b-141a,149a			{"1": "fill", "2": "(of payments) in full", "3": "fulfil, complete", "4": "(with numerals) amount to, reach"}	229		1153; 1154; 1152		8
88	(S) noG (A,L,F) naG (Sa) nak (S) nouGte (B) niST (B,F) noJ (F) not (B) nouJ (S,F) naJ (O) niHth$$	6	great, large /$gk: [[megas]]$/ | (as title), elder, notable /$gk: [[prwtos]]$/	250a		209b-210b			{"1": "great", "2": "large", "3": "elder", "4": "notable"}	317; 383	61			7
89	(S,A,L,B,F) swtp (S,B) $^swpt^$,setp- (A) swtp- (L,F) satp- (S,B) $^sapt-^$,sotp= (A,L,F) satp= (S,B) $^sapt=^$,sotp+ (A,F) satp+ (B) $^sapt+^$,swtp+	2	{intr:} choose | {tr:}  /$gk: [[eklegein, aireisqai]]$/ | {qual:} |$ chosen, exquisite /$gk: [[eklektos]]$/ |$ choicer, better /$gk: [[kreisswn]]$/	365a		418a-418b			{"1": "choose", "2": "chosen, exquisite", "3": "choicer, better"}					8
90	(S,L) Hise (A) Qise (B) Kisi (F) Hisi (S) Hast- *^2d pl^* (S,F) Hast= (S) Host=,Hist= (L) Hest= (B) Kas= (S) Hose+ (Sa,L) Hase+ (A) Qase+ (B) Kosi+ (F) Hasi+ (S) ^Hast-	2	{intr:} |$ toil, be troubled, difficult /$gk: [[kopian, spoudazein, ponein]]$/ |$ be wearied, suffering | {tr:} trouble, weary (/*mostly refl*/) |$ (+ advb) | {qual:}	710b		636b-639a			{"1": "toil", "2": "be troubled, be wearied, suffering"}	1053		694		8
91	(S,A,L) site (B,F) siT (F) shT (S,B,F) set- (S,B) sat- (S) sit- (F) sht- (S,B) sat= (S,F) set= (S) sit= (S,F) sht+ (B) shT+,saT+	2	{intr:} throw, sow (/*oftener*/ & related meanings) /$gk: [[speirein, ballein]]$/ | {tr:}  /$gk: [[speirein, riptein]]$/	360b		370a-371a,371a,350b			{"1": "throw", "2": "sow"}	2358; 85; 2319; 2127; 1361; 179; 725; 2058; 257; 1049		1488; 1492; 1487; 1493; 1495		8
92	(S,B) aiai,aai (A) aieue,aeieuie (F) aiei (S,B,O) oi+ (A,O) aei+	2	{intr:} increase (in size), advance (in age) /$gk: [[aujanei, megalunqesqai, probainein, mhkunein, ghraskein]]$/ | {qual:} great, goodly, honoured /$gk: [[endojos]]$/	1b		2a,230a			{"1": "increase in size", "2": "advance in age", "3": "great, godly, honored"}	278; 2463	1378			9
93	(S) eia (S) eier- (B,F) ier- (S) eiat=,eiaat= (A) eiet= (B) iat= (F) iht= (O) iet=	3	eye (& its sight) |$ (independently) |$ (with various tr vbs, obj suff & farther obj /*mostly dat*/)	73b		78b-79a,80b	anatomy		{"1": "eye", "2": "sight"}	28; 116; 155; 2239; 19 #drv3640; 71 #drv3323; 1349 #drv1643				6
94	(S) aberhJ	1	(a stone)	2b		1a	substance		{"1": "a stone"}					9
95	(B) abit	3	Monday ?	2b		1b	time		{"1": "Monday?"}	64				9
96	(S) abhS	3	(nn or adj, meaning unknown, epithet of certain edibles)	3a			doubtful		{"1": "(meaning unknown, epithet of certain edibles)"}					6
97	(S) abaGhein,HabaGhein,abiGhein,abakkine,aFeGeene,abiGeeine (B) abaJhini,abaJini,baJini,baJihni,baJhni (F) abiGeni	22	glass /$gk: [[ualos]]$/	3a		1a,20a	substance		{"1": "glass"}					9
98	(S,L) aeik (B) aik	1	consecration (of church, altar, house &c ) /$gk: [[egkainismos]]$/	3a		2a-2b,1b	concept		{"1": "consecration (of church, altar, house &c)"}	209; 202				9
99	(S) akh	3	(meaning unknown)	3b			doubtful		{"1": "meaning unknown"}					6
100	(S) Ho$^e^$ine,Hoin (A,L) Haeine (L) Haine (F) Haini (S,A,L,F) *^constr^* Hen- (S) Hin- (B) Han-	0	(used as pl of art [ou-], nn as pl) |$ some, certain /$gk: [[tines, alloi, eteroi]]$/ |$ such, of this sort /$gk: [[outoi]]$/	689b		650b			{"1": "(used as plural of article ⲟⲩ-)", "2": "some", "3": "certain", "4": "such", "5": "of this sort"}	68 #drv2517; 1553; 1251; 2205				8
101	(S,L,F) Hih (F) Hia (S) *Hiooue,Hihu (Sf,L) *Hia$^o^$ue (F) *Hiaui,Hiau	4	road, path /$gk: [[odos, tribos]]$/	646a		676b-677a	construction, earth		{"1": "road, path"}	1873; 2238; 316; 2066; 2326				6
102	(S,A,L,O) kwte (B,F) kwT (O) koT (S,B) ket- (F) kat- (S,B) kot= (A,L,F) kat= (S) kht+	2	{intr:} |$ turn, go round /$gk: [[kukloun, strefesqai]]$/ |$ go round (with waterwheel), water |$ form circle |$ wander, stray |$ go about seeking, seek | {qual:} (S /*archaic*/) turned | (iteration S,B) continue to turn, seek | {tr:} |$ turn, (often of face) |$ surround | (refl /*oftenest*/ with suff or [mmo=]), turn self, return, repeat /$gk: [[strefesqai]]$/	124a		114b-116b,103b-104a,677b			{"1": "turn", "2": "go round", "3": "go round (with waterwheel), water", "4": "form circle", "5": "wander, stray", "6": "go about seeking, seek", "7": "(iteration) continue to turn, seek", "8": "turn (often of face)", "9": "surround", "10": "turn self", "11": "return", "12": "repeat"}	258; 1582; 1659; 384; 281; 1440; 2915; 280; 530; 345				7
103	(S,A,L,B,F,O) ke (S) Ge (F) kh,Gh (L) kai- (S) kou-	22	another /$gk: [[allos, eteros]]$/ |$ (substant /*always [Ge]*/) |$$ (with demonst), this other |$ [ke-] (adj) |$$ other, different |$$ (with [sop]) |$$ [ke ... ke] (B), any other |$$ [kou-] (S) = [ke-] (/*mostly Sa, Theban*/, oftenest with number oe measure) |$$ (with number) |$$ (with def art), the other /$gk: [[deuteros]]$/ |$$ (with adj, esp [kekoui, kouJi]) |$$ (adverbial) |$ (pl) |$$ [Henkooue] (S) = [Hankexwouni] (B) |$$ [kekooue] |$ [ke-] (with def art) |$$ (may =) also, even |$$ (advb) |$$ (with pron & sg m art B) |$$ [r pke-], be, do also	90b		94b-95a			{"1": "other", "2": "also", "3": "even"}					6
104	(S) Sonte (Sf,A,L) Sante (B) SonT (F) SanT	4	thorn tree /*acacia nilotica*/ /$gk: [[akanqa]]$/	573a		585a	species		{"1": "thorn tree", "2": "acacia nilotica"}	1461				6
105	(S,F) Jo (S) Jw (B) Go (F) Ja (S,A,F) Je- (S) Ji- (B,F) Ge- (S) Jo= (A,L,F) Ja= (B) Go= (F) Ga=	2	{tr:} put, send forth, spend	752b		812b-813a,813a,755a			{"1": "put, send forth", "2": "spend"}	2379		2358		8
106	(S,L,F) wGt (S) wtG,wJt (B) wJH (S) eGt-,oGt=,oJt=,otG= (A,L,F) aGt= (L) eGt= (B) oJH=,oHJ=	2	{tr:} choke, throttle /$gk: [[pnigein]]$/	540b		541b			{"1": "choke, throttle"}	2352				8
107	(S,A) Fnt (S) bnt (S,B) Fent (S) ouent (Sf,F) bent (F) bnt	22	worm /$gk: [[skwlhj]]$/	623b		619a	species		{"1": "worm"}					6
108	(S,A,L) kaH (B) kaHi (F) keHi	1	earth, soil /$gk: [[gh, edafos, xous, xwma, phlos]]$/ | earth, land, country /$gk: [[gh, gaia]]$/	131a		92b-93a	earth		{"1": "earth", "2": "soil", "3": "land", "4": "country"}	212; 1561	50			6
109	(S,A,L,F) nanou- (S,A,B) nane- (S,A,L,F) nanou= (B) nane=	2	{intr:} |$ (nominal vb), be good, fair /$gk: [[kalos, agaqos]]$/ |$ (impersonal + [-s]), it is good, right |$ better than (c [e-]) |$ (c [eHouo, nHouo, eHote]) | (rel [en., etn.] as adj), good fair	227a		193a-194a			{"1": "good, fair, right"}	728; 292	2792; 1680; 919; 581			8
110	(S,A) noune (B,F) nouni	4	root /$gk: [[riza]]$/	227b		214b-215a	anatomy		{"1": "root"}					6
111	(S,A,L,B,F) esht	1	ground, (so) bottom, lowest part /$gk: [[gh]]$/ | (as adv with preceding prep + art, mostly = verbal [[kata- /*-agein, -airein, -bainein, -ballein]] &c*/)	60a		43a-43b	direction		{"1": "down"}	3281	917; 371			6
112	(S) Gro$^o^$G,GloG (L,F) GraG (B) JroJ (S) *Grw$^w^$G,krwwG (S,F) *GrooG (B) *JrwJ (F) *GrwwJ	1	seed /$gk: [[sperma, sporos]]$/	831b		768a,823a	anatomy		{"1": "seed"}	636; 1195; 2059; 420; 3016; 1864				6
113	(S) ta$^o^$uo,tauw,taououo,tabo (Sa,A,L) te$^o^$uo (F) taouo (F) taoua (S) ta$^o^$ue-,tauo- (A) teuo- (B) taoue- (F) taoua- (NH) teue- *^<a href=ext codex II - The Gospel of Philip;108;52;32;eFnateue karpos naF an;codex II - The Gospel of Thomas;107;34;8;mpouteue Hms eHrai etpe;codex I - The Gospel of Truth;103;38;25;nim Ge petaS teue ren">Ext</a>^* (S) ta$^o^$uo=,tauouo=,tauoo= *^<a href="ext Life of Bishop Pisentius;1053;22;15;pSwJp et SSe etauooF;Life of Bishop Pisentius;1053;31;28;tai etnnatauoos tenou;Life of Bishop Pisentius;1053;44;11;pSaJe ntauooF e tbhhts">Ext</a>^* (A,L) te$^o^$ua= (B) taouo= (F) ta$^o^$ua= (O) tauwouo= (B) taouhout+"	2	{tr:} |$ send  /$gk: [[pemptein, apostellein, ekballein]]$/ |$ put forth, produce  /$gk: [[poiein, ejagoreuein, ejagein]]$/ |$ utter, proclaim, recount  /$gk: [[dihgeisqai, eipein]]$/ |$ recite, repeat |$ give, say name  /$gk: [[kalein, onomazein]]$/ |$ overthrow | {intr /*rare*/:} recite	441b		435a-435b,435b-436b,436b			{"1": "send", "2": "put forth, produce", "3": "utter", "4": "proclaim", "5": "recount", "6": "recite", "7": "repeat", "8": "give, say name", "9": "overthrow"}	1733; 414; 2120; 1751; 39; 42; 36; 60; 260; 15				7
114	(S,F) H$^e^$ms (S) Hmc (S,F) Hhms (B) Kems	1	ear of corn /$gk: [[staxus]]$/	679a		633a	anatomy		{"1": "ear of corn"}			2082		6
115	(S,A,L,F) kwHt	1	fire /$gk: [[pur, lampas, spinqhr, floj]]$/ | (adj) /$gk: [[purinos]]$/	133b		114b	physics		{"1": "fire"}					6
116	(S) HareH (S,B) areH (S,A) HarhHe,ereH,erhH (A,L) arhH (A) erhHte,arhHte (F) aleH	2	{intr:} keep, guard /$gk: [[fulassein, threin]]$/	707b		10a-10b,652b			{"1": "keey", "2": "guard"}	409; 342; 400; 395; 4; 2322; 1116; 155 #drv1595; 1737 #drv2629; 2239; 19 #drv3640; 71 #drv3323; 93 #drv313; 1349 #drv1643	1073; 199			7
117	(S,A,L) Jero (S) Jerw (Sf,F) Jela (B) Gero (S,L) Jere- (S) Jeere- (L) Jero- (B) Gere-,Gero- (F) Je$^e^$le-,Jela- (S,L) Jero= (S,L) Jerw= (B) Gero=,Gerw= (L) Jerait+ (B) Gerhout+ (F) Gelhout+	2	{intr:} blaze, burn /$gk: [[kaiein, anaptein]]$/ | {tr:} kindle /$gk: [[kaiein, anakaiein]]$/	781b		798a,740b			{"1": "kindle", "2": "blaze, burn"}	136; 1545; 946; 1603; 719; 1153; 2483; 1758; 2543	741			8
118	(S,A,L,B,F,O) mou (S) moout+ (Sa,A) maut+ (Sa,F) maout+ (B) mwout+	2	{intr:} die (/*euphemisms [mton, nkotk] often in place of [mou]*/) /$gk: [[qnhskein]]$/ | {qual:} dead /$gk: [[nekros]]$/	159a		167a-167b,187b,165b			{"1": "die", "2": "dead"}	1130; 357	38; 395			7
119	(S,A,B) snau (S) snaau (A,L,B) sneu (A) sno (Sa) snw (Sa,F,O) sneou (Sa) snneou,snou (O) snaou (S,A) ****snte (Sf) ****snoute (B,F) ****snouT (F) ****shnT	13	two |$ (as noun) /$gk: [[duo]]$/ |$ (as adj) |$$ (before nn) |$$ (after nn)	346b		377b-378b	number		{"1": "two"}	68; 132; 2064; 1664; 1508; 65; 916; 1291; 1112; 2473; 1045; 957; 1848; 164; 165				6
120	(S,A,L,B,F,O) Hwb (S,L,F) HwF (S) wF (S,F) HoF (F) ob,Hwbi,obi,obbi (B) Heb- (S,L) *Hbhue (A) *Hbhoue (B,F) *Hbhoui (B) *eHbhoui	1	thing, work, matter, event /$gk: [[ergon, pragma, poihma]]$/	653a		712a-714a,655b			{"1": "thing", "2": "work", "3": "matter", "4": "event"}	23; 730; 1179		37; 2230; 2120; 312	C9036	6
122	(S,L,F) Swwt (S,L,B) Swt (S) Sw$^w^$te (B) SwT (A) Souout,Sout (S,L,B,F) S$^e^$t- (S,F) Seet- (B) Sat- (L) Swt- (S,L) Saat= (S,A,B) Sat= (F) Seet= (S,A) Saat+ (S,B) Sat+ (S) Sht+ (S,B,F) ^Sat- (B) ^Sot-	2	cut, slay |$ {intr:} /$gk: [[koptein, quein, sfazein, temnein]]$/ |$ {qual:} /$gk: [[egkopos]]$/ |$ {tr:} /$gk: [[koptein]]$/ |$ (p c S,B,F), he who, that which cuts, is cut | | {intr:} be cut short, want, lack /$gk: [[usterein, elattonein]]$/	590b		607b-609a,609a-609b,594a-594b,551b,551b,551b,552a			{"1": "cut", "2": "slay", "3": "be cut short, want, lack"}	156; 2617; 3377; 2179; 1285; 819; 2305		1978		8
123	(S,A,L,B,F) bwk,bak=,bhk+ (S,A,L,B,F) ^bak-	2	{intr:} (literally), go, depart /$gk: [[poreuesqai, erxesqai, upagein, badizein]]$/ | (metaphorically for) die | be about to | {tr:} (rare, but in Theban docments), put into, add to, send	29a		26a			{"1": "do", "2": "depart", "3": "(metaphorically) die", "4": "be about to", "5": "(rare, but in Theban docments) put into, add to, send"}	224; 1171; 1148; 1571	5			7
124	(S,A) eine (A,L) ine (B,F) ini (F) ni (S,A,L) n-,m- (S,B,F) en- (S,A,L) nt= (B) en= (F) ent=,int=,nit= (S) **aneine,anine (B) **anioui (S) **ani- (O) **eni- (S) **ani= (B,F) **anit= (A) **ani= (L) **eni= (F) **anent=	2	{tr:} bring, bear /$gk: [[agein, ferein]]$/	78b		81b-82b,7b			{"1": "bring", "2": "bear"}	535		125		7
125	(S,A) eine (B,F) ini (F) eini (NH) ine *^<a href=ext codex II - The Apocryphon of John;106;12;33;nka de nim aFtsenoF kata pine nnSorp naiwn entaHSwpe;codex I - The Tripartite Tractate;105;106;1;Je ouSwpe abal Hn pine mpeiwt;codex II - The Hypostasis of the Archons;109;87;30;aurplasse mpourwme kata pouswma auw kata pine mpnoute">Ext</a>^* (B) oni+"	2	{tr:} resemble, be like, (c [n-, mmo-]) /$gk: [[omoioun]]$/	80b		82b-83a,232a			{"1": "resemble, be like"}	83		124		6
126	(S,A,L,B) tapro (F) tapra,tapla	4	mouth /$gk: [[stoma]]$/	423b		437a	anatomy		{"1": "mouth"}	201; 1309; 301 palate				6
